,t,a,e,inclination,lon_asc_node,arg_peri,true_anom
0,0.0,16.165177074798137,0.9996616660750999,0.2995733336411904,1.9248963251770923,6.0729215451048555,3.1415332042180526
1,365250.0,17.00536281537742,0.9996776705292507,0.29947221149277203,1.9233119018098728,0.04776011778578653,3.14152299253861
2,730500.0,17.792341888640586,0.9996899558167079,0.298708597213516,1.921575845958775,0.24636750203816554,3.141519279417153
3,1095750.0,18.53881600439849,0.999703764795944,0.2996140542127791,1.921431691978529,0.4137424671742872,3.141519375502769
4,1461000.0,19.250954673782484,0.9997164201887208,0.29991065520449234,1.9206976490538417,0.5630503351782273,3.1415196269103873
5,1826250.0,20.011924374683908,0.9997253760248872,0.29902229446078654,1.9171592217288687,0.7163878397304975,3.141521532062943
6,2191500.0,20.839922951275494,0.9997353479914145,0.29938656887638426,1.9169090392342298,0.8756265119347871,3.1415269501117753
7,2556750.0,21.667442974630887,0.9997478430766836,0.29990149387088544,1.91733967611696,1.0388404117175538,3.1415335984700072
8,2922000.0,22.542141402294746,0.9997573562213058,0.29936098906643577,1.9119216202714675,1.2252585699522527,3.141541526480993
9,3287250.0,23.385707919646684,0.9997639493538063,0.29938882826062246,1.9099927095082725,1.4282216367794474,3.1415532663140926
10,3652500.0,24.06785118199492,0.9997719772883417,0.29942858595741684,1.9128570127396447,1.6460873369168665,3.141569019192529
11,4017750.0,24.446246962437776,0.9997774591644935,0.2996914629629652,1.9069611501445944,1.8850967027875734,3.1415849856717384
12,4383000.0,24.387065523166463,0.9997757584046149,0.3001094947756909,1.903859629308181,2.132608421276954,3.1416020997154868
13,4748250.0,23.831453142149844,0.9997692573553295,0.29922522037677707,1.9065636345385362,2.3907529862088004,3.1416213426209496
14,5113500.0,22.761670604953117,0.9997606010954496,0.2997521797048115,1.9038035884103823,2.677109812408819,3.1416395305587885
15,5478750.0,21.275844532736464,0.9997447145457458,0.30067203026650124,1.9018524616010597,2.9885247226427287,3.141653588298839
16,5844000.0,19.539216829047906,0.9997195479064125,0.29945779328126204,1.9008038729398218,3.333061227322863,3.1416631955735825
17,6209250.0,17.77670702350622,0.999690426443765,0.2994582870810985,1.8992877434435977,3.7190704716337715,3.1416653219452697
18,6574500.0,16.312565679011822,0.9996640822515502,0.3000169383897598,1.899588091517268,4.128208945172245,3.1416549296036593
19,6939750.0,15.352953191614619,0.9996439955385579,0.29980253224123243,1.896285951658899,4.538235736762262,3.1416332152403266
20,7305000.0,14.913926865154194,0.9996311076409726,0.29985560193610145,1.8934663785542334,4.912239120780552,3.141607746340348
21,7670250.0,14.866951780746959,0.9996290450536105,0.29960485185936336,1.894856137711264,5.23417694920658,3.1415847952932174
22,8035500.0,15.081228668287224,0.999636420967508,0.299749293749025,1.8929095315402504,5.522664221003841,3.1415647214714455
23,8400750.0,15.457419107576426,0.9996459657549831,0.3004386758895968,1.8897581005609119,5.768086170024042,3.1415481865623116
24,8766000.0,15.953153479357569,0.9996546433011295,0.29978312665307144,1.8895428355532604,5.9841128491911295,3.141536337379911
25,9131250.0,16.58066022569006,0.9996677307954498,0.299634050748773,1.8884000814100712,6.199238308679748,3.1415283957793614
26,9496500.0,17.339270784033914,0.9996846479306885,0.30064128672680346,1.8871596566035724,0.1319966602212452,3.1415225689296475
27,9861750.0,18.30877386463659,0.9997004557226233,0.29996087523519854,1.885147972562796,0.3663805001260636,3.1415188021916434
28,10227000.0,19.50337860343293,0.9997169717105641,0.29942512044431746,1.8821854454170364,0.6220634670962937,3.141520588130975
29,10592250.0,20.79827185339813,0.9997358580108919,0.3002993184823653,1.8827175480760943,0.8800863000832428,3.141527971466266
30,10957500.0,22.118420901694943,0.9997535860975686,0.30013291583292245,1.8802971276111227,1.1470090726373796,3.1415383777470405
31,11322750.0,23.267867442251006,0.9997644278642855,0.2999182804858791,1.8749728483381256,1.415615780937409,3.1415522760482815
32,11688000.0,24.095852936229967,0.9997714556104842,0.3000610153394915,1.8768768503089368,1.676141757535373,3.1415703846581433
33,12053250.0,24.441985537327923,0.999777086807533,0.30002696359337805,1.8765725574460617,1.9339773487899419,3.1415894841930236
34,12418500.0,24.28615933109308,0.9997763524932418,0.30074683280190634,1.87126267586735,2.1960565493516526,3.141607208843899
35,12783750.0,23.623484630953946,0.9997677905070919,0.30035468113559927,1.8718791871355394,2.4589018009431323,3.141625247443688
36,13149000.0,22.548191414426984,0.999756131901047,0.29953942507287207,1.8718567188534834,2.7302100471141646,3.1416426986244357
37,13514250.0,21.187364541181378,0.9997423628373295,0.3006962687957368,1.869352973889207,3.0121263608914264,3.141655514439872
38,13879500.0,19.758200201102646,0.9997230972356751,0.30053618103068214,1.8681720705785363,3.29586264736483,3.1416626932323
39,14244750.0,18.406646471521615,0.9997001070403855,0.2994878401075475,1.865464893638217,3.5823002998587863,3.141665725371629
40,14610000.0,17.292434825861623,0.9996814060794912,0.3002568644408659,1.8650517622853815,3.8519171570442117,3.141663558782701
41,14975250.0,16.403803018065165,0.9996663493731353,0.3005475365409942,1.864649309836649,4.109664042607104,3.14165509964691
42,15340500.0,15.763437455108813,0.9996516864530949,0.30013910608252414,1.8605134893601483,4.351111906799136,3.1416434382862106
43,15705750.0,15.312055536843895,0.9996396053781872,0.3002892303198169,1.8608070361110263,4.579535212201444,3.141631016373893
44,16071000.0,14.99957011960594,0.999633948845347,0.300298372363234,1.8616025738589705,4.821057814752791,3.1416152909844466
45,16436250.0,14.86082563740024,0.9996319351846455,0.30050530126362995,1.8572453822791684,5.082077874067655,3.141595892904828
